text,label
"anyway , for one reason or another , crush turns into a dire drama partway through . after that , it just gets stupid and maudlin . too bad , but thanks to some lovely comedic moments and several fine performances , it's not a total loss .",0
"it's harmless , diverting fluff . but it's hard to imagine a more generic effort in the genre .",0
i found myself growing more and more frustrated and detached as vincent became more and more abhorrent .,0
""" brown sugar "" admirably aspires to be more than another "" best man "" clone by weaving a theme throughout this funny film .",1
"a rich tale of our times , very well told with an appropriate minimum of means .",1
the ingenuity that parker displays in freshening the play is almost in a class with that of wilde himself .,1
nicely serves as an examination of a society in transition .,1
"the film's greatest asset is how much it's not just another connect-the-dots , spy-on-the-run picture .",1
this low-rent -- and even lower-wit -- rip-off of the farrelly brothers' oeuvre gets way too mushy -- and in a relatively short amount of time .,0
"the film is old-fashioned , occasionally charming and as subtle as boldface .",0
"if you're in the mood for a bollywood film , here's one for you .",1
the tuxedo miscalculates badly by forcing the star to play second fiddle to the dull effects that allow the suit to come to life .,0
"it's not just a feel-good movie , it's a feel movie . you feel good , you feel sad , you feel pissed off , but in the end , you feel alive - which is what they did .",1
"walter hill's pulpy , stylized boxing melodrama undisputed nearly overcomes its questionable in-the-ring match-up with solid fight choreography and gritty prison authenticity .",0
"[gulpilil] is a commanding screen presence , and his character's abundant humanism makes him the film's moral compass .",1
this is one of the outstanding thrillers of recent years .,1
"if cinema had been around to capture the chaos of france in the 1790's , one imagines the result would look like something like this .",1
"a movie that will thrill you , touch you and make you laugh as well .",1
a gem of a movie .,1
yakusho and shimizu . . . create engaging characterizations in imamura's lively and enjoyable cultural mix .,1
much of all about lily chou-chou is mesmerizing : some of its plaintiveness could make you weep .,1
"[a] rare , beautiful film .",1
"a completely spooky piece of business that gets under your skin and , some plot blips aside , stays there for the duration .",1
to be oblivious to the existence of this film would be very sweet indeed .,0
detox is ultimately a pointless endeavor .,0
this angst-ridden territory was covered earlier and much better in ordinary people .,0
"do not , under any circumstances , consider taking a child younger than middle school age to this wallow in crude humor .",0
there's only one way to kill michael myers for good : stop buying tickets to these movies .,0
"drops you into a dizzying , volatile , pressure-cooker of a situation that quickly snowballs out of control , while focusing on the what much more than the why .",1
oozes condescension from every pore .,0
"bourne , jason bourne . he can scale a building like a super hero , he can out-stealth any agent , he'll get the girl . he's super spy !",1
"unintelligible , poorly acted , brain-slappingly bad , harvard man is ludicrous enough that it could become a cult classic .",0
the whole thing plays out with the drowsy heaviness of synchronized swimmer wearing a wool wetsuit .,0
cal is an unpleasantly shallow and immature character with whom to spend 110 claustrophobic minutes .,0
"the two leads are almost good enough to camouflage the dopey plot , but so much naturalistic small talk , delivered in almost muffled exchanges , eventually has a lulling effect .",0
"a twisty , moody slice of southern gothic . . .",1
"sorvino makes the princess seem smug and cartoonish , and the film only really comes alive when poor hermocrates and leontine pathetically compare notes about their budding amours .",0
what could have been a pointed little chiller about the frightening seductiveness of new technology loses faith in its own viability and succumbs to joyless special-effects excess .,0
the film favors the scientific over the spectacular ( visually speaking ) .,0
"mendes still doesn't quite know how to fill a frame . like the hanks character , he's a slow study : the action is stilted and the tabloid energy embalmed .",0
"no worse than a lot of the crap we've been offered this summer , and slightly better than men in black 2 as far as slapdash extraterrestrial comedies go .",0
unfortunately the story and the actors are served with a hack script .,0
this ill-fitting tuxedo is strictly off-the-rack .,0
only two-fifths of a satisfying movie experience .,0
"this film seems thirsty for reflection , itself taking on adolescent qualities .",1
"a farce of a parody of a comedy of a premise , it isn't a comparison to reality so much as it is a commentary about our knowledge of films .",0
"yes , i have given this movie a rating of zero . but fans of the show should not consider this a diss . consider it 'perfection . '",0
"like a veteran head cutter , barbershop is tuned in to its community .",1
chabrol has taken promising material for a black comedy and turned it instead into a somber chamber drama .,0
"light , cute and forgettable .",1
"'compleja e intelectualmente retadora , el ladrón de orquídeas es uno de esos filmes que vale la pena ver precisamente por su originalidad . '",1
director nalin pan doesn't do much to weigh any arguments one way or the other . he simply presents his point of view that ayurveda works . no question .,1
the young stars are too cute ; the story and ensuing complications are too manipulative ; the message is too blatant ; the resolutions are too convenient .,0
"though the controversial korean filmmaker's latest effort is not for all tastes , it offers gorgeous imagery , effective performances , and an increasingly unsettling sense of foreboding .",1
"a gushy episode of "" m * a * s * h "" only this time from an asian perspective .",0
"what goes on for the 110 minutes of "" panic room "" is a battle of witlessness between a not-so-bright mother and daughter and an even less capable trio of criminals .",0
"in spite of featuring a script credited to no fewer than five writers , apparently nobody here bothered to check it twice .",0
"functions as both a revealing look at the collaborative process and a timely , tongue-in-cheek profile of the corporate circus that is the recording industry in the current climate of mergers and downsizing .",1
too much of it feels unfocused and underdeveloped .,0
the film's essentially over by the meet-cute .,0
"más sarcástica , divertida y demencial que su predecesora , es un buen ejemplo de lo que es el cine de entretenimiento puro y sin complejos .",1
"with its paint fights , motorized scooter chases and dewy-eyed sentiment , it's a pretty listless collection of kid-movie clichés .",0
"despite some charm and heart , this quirky soccer import is forgettable",0
russian ark is a new treasure of the hermitage .,1
stay away . far away .,0
"displaying about equal amounts of naiveté , passion and talent , beneath clouds establishes sen as a filmmaker of considerable potential .",1
adam sandler is to gary cooper what a gnat is to a racehorse .,0
madonna still can't act a lick .,0
"really is a pan-american movie , with moments of genuine insight into the urban heart .",1
does an impressive job of relating the complicated history of the war and of filling in the background .,1
"[carvey's] characters are both overplayed and exaggerated , but then again , subtlety has never been his trademark .",0
. . . fifty minutes of tedious adolescent melodramatics followed by thirty-five minutes of inflated nonsense .,0
"whereas last year's exemplary sexy beast seemed to revitalize the british gangster movie , this equally brutal outing merely sustains it .",0
you could love safe conduct ( laissez passer ) for being a subtitled french movie that is 170 minutes long . you could hate it for the same reason .,1
about as big a crowdpleaser as they possibly come .,1
"for all its visual panache and compelling supporting characters , the heart of the film rests in the relationship between sullivan and his son .",1
"it's a hoot and a half , and a great way for the american people to see what a candidate is like when he's not giving the same 15-cent stump speech .",1
"choppy , overlong documentary about 'the lifestyle . '",0
"without a fresh infusion of creativity , 4ever is neither a promise nor a threat so much as wishful thinking .",0
"not for everyone , but for those with whom it will connect , it's a nice departure from standard moviegoing fare .",1
heaven is a haunting dramatization of a couple's moral ascension .,1
"the film is like sitting in a downtown café , overhearing a bunch of typical late-twenty-somethings natter on about nothing , and desperately wishing you could change tables .",0
you could nap for an hour and not miss a thing .,0
the movie eventually snaps under the strain of its plot contrivances and its need to reassure .,0
"not a cheap slasher flick , as the subject matter would suggest , but is a little like a nature film , showing a patient predator and his foolish prey .",0
"this is a particularly toxic little bonbon , palatable to only a chosen and very jaundiced few .",0
"solaris "" is a shapeless inconsequential move relying on the viewer to do most of the work .",0
"benigni presents himself as the boy puppet pinocchio , complete with receding hairline , weathered countenance and american breckin meyer's ridiculously inappropriate valley boy voice .",0
"van wilder doesn't bring anything new to the proverbial table , but it does possess a coherence absent in recent crass-a-thons like tomcats , freddy got fingered , and slackers .",0
the acting is fine but the script is about as interesting as a recording of conversations at the wal-mart checkout line .,0
"there's an audience for it , but it could have been funnier and more innocent .",0
it's never a good sign when a film's star spends the entirety of the film in a coma . it's a worse sign when you begin to envy her condition .,0
"an authentically vague , but ultimately purposeless , study in total pandemonium .",0
"another wholly unnecessary addition to the growing , moldering pile of , well , extreme stunt pictures .",0
"with tiny little jokes and nary an original idea , this sappy ethnic sleeper proves that not only blockbusters pollute the summer movie pool .",0
"if there's nothing fresh about wannabes , which was written by mr . demeo , who produced and directed the film with charles a . addessi , much of the time the movie feels authentic .",1
"the mood , look and tone of the film fit the incredible storyline to a t .",1
"for the most part , the ingredients are there . but an unwillingness to explore beyond the surfaces of her characters prevents nettelbeck's film from coming together .",0
engagingly captures the maddening and magnetic ebb and flow of friendship .,1
"it's best to avoid imprisonment with the dull , nerdy folks that inhabit cherish .",0
"in a normal screen process , these bromides would be barely enough to sustain an interstitial program on the discovery channel . but in imax 3-d , the clichés disappear into the vertiginous perspectives opened up by the photography .",1
"off the hook is overlong and not well-acted , but credit writer-producer-director adam watstein with finishing it at all .",0
"k-19 : the widowmaker is derivative , overlong , and bombastic -- yet surprisingly entertaining .",1
"the images are usually abbreviated in favor of mushy obviousness and telegraphed pathos , particularly where whitaker's misfit artist is concerned .",0
"a serious movie with serious ideas . but seriously , folks , it doesn't work .",0
"an unbelievably stupid film , though occasionally fun enough to make you forget its absurdity .",0
"there's no emotional pulse to solaris . with an emotional sterility to match its outer space setting , soderbergh's spectacular swing for the fence yields only a spectacular whiff .",0
"in the end , all you can do is admire the ensemble players and wonder what the point of it is .",0
the filmmakers lack the nerve . . . to fully exploit the script's potential for sick humor .,0
an effortlessly accomplished and richly resonant work .,1
"spousal abuse is a major problem in contemporary society , but the film reduces this domestic tragedy to florid melodrama .",0
told just proficiently enough to trounce its overly comfortable trappings .,1
an awful snooze .,0
"it's tough to tell which is in more abundant supply in this woefully hackneyed movie , directed by scott kalvert , about street gangs and turf wars in 1958 brooklyn -- stale cliches , gratuitous violence , or empty machismo .",0
the irony is that this film's cast is uniformly superb ; their performances could have -- should have -- been allowed to stand on their own .,0
"unfolds with such a wallop of you-are-there immediacy that when the bullets start to fly , your first instinct is to duck .",1
"most of the storylines feel like time fillers between surf shots . the movie isn't horrible , but you can see mediocre cresting on the next wave .",0
"an ambitious , serious film that manages to do virtually everything wrong ; sitting through it is something akin to an act of cinematic penance .",0
"despite these annoyances , the capable clayburgh and tambor really do a great job of anchoring the characters in the emotional realities of middle age .",1
"weird , vulgar comedy that's definitely an acquired taste .",1
"might have been better off as a documentary , with less of mr . eyre's uninspired dramatics and more of his sense of observation and outrage .",0
"a hypnotic portrait of this sad , compulsive life .",1
the only surprise is that heavyweights joel silver and robert zemeckis agreed to produce this ; i assume the director has pictures of them cavorting in ladies' underwear .,0
you may be galled that you've wasted nearly two hours of your own precious life with this silly little puddle of a movie .,0
". . . tunney is allowed to build an uncommonly human character , an almost real-live girl complete with trouble and hope .",1
"it's all stitched together with energy , intelligence and verve , enhanced by a surplus of vintage archive footage .",1
if high crimes were any more generic it would have a universal product code instead of a title .,0
"for a story set at sea , ghost ship is pretty landbound , with its leaden acting , dull exposition and telegraphed 'surprises . '",0
labute was more fun when his characters were torturing each other psychologically and talking about their genitals in public .,0
"too ordinary to restore [harmon] to prominence , despite some creepy scenes that evoke childish night terrors , and a praiseworthy attempt to generate suspense rather than gross out the audience .",0
utter mush . . . conceited pap .,0
these people wouldn't know subtle characterization if it put on a giant furry monster costume and then gave them a lapdance .,0
"the only way to tolerate this insipid , brutally clueless film might be with a large dose of painkillers .",0
even murphy's expert comic timing and famed charisma can't rescue this effort .,0
to get at the root psychology of this film would require many sessions on the couch of dr . freud .,1
"when you resurrect a dead man , hard copy should come a-knocking , no ?",0
the movie gets muted and routine .,0
"not only does the thoroughly formulaic film represent totally exemplify middle-of-the-road mainstream , it also represents glossy hollywood at its laziest .",0
"as improbable as this premise may seem , abbass's understated , shining performance offers us the sense that on some elemental level , lilia deeply wants to break free of her old life .",1
there are few things more frustrating to a film buff than seeing an otherwise good movie marred beyond redemption by a disastrous ending .,0
"there's enough science to make it count as educational , and enough beauty to make it unforgettable .",1
darkly funny and frequently insightful .,1
"it's neither as sappy as big daddy nor as anarchic as happy gilmore or the waterboy , but it has its moments .",0
a tv style murder mystery with a few big screen moments ( including one that seems to be made for a different film altogether ) .,0
another love story in 2002's remarkable procession of sweeping pictures that have reinvigorated the romance genre .,1
"massoud's story is an epic , but also a tragedy , the record of a tenacious , humane fighter who was also the prisoner ( and ultimately the victim ) of history .",1
"the film is quiet , threatening and unforgettable .",1
each scene wreaks of routine ; the film never manages to generate a single threat of suspense .,0
"it's soulful and unslick , and that's apparently just what [aniston] has always needed to grow into a movie career .",1
birthday girl walks a tricky tightrope between being wickedly funny and just plain wicked .,1
"it's a stale , overused cocktail using the same olives since 1962 as garnish . not only is entry number twenty the worst of the brosnan bunch , it's one of the worst of the entire franchise .",0
an exhilarating experience .,1
just another fish-out-of-water story that barely stays afloat .,1
"a new film from bill plympton , the animation master , is always welcome .",1
jonathan parker's bartleby should have been the be-all-end-all of the modern-office anomie films .,0
"director juan jose campanella could have turned this into an argentine retread of "" iris "" or "" american beauty , "" but instead pulls a little from each film and creates something more beautiful than either of those films .",1
"[e]ventually , every idea in this film is flushed down the latrine of heroism .",0
the script by david koepp is perfectly serviceable and because he gives the story some soul . . . he elevates the experience to a more mythic level .,1
"together , miller , kuras and the actresses make personal velocity into an intricate , intimate and intelligent journey .",1
"at the end , when the now computerized yoda finally reveals his martial artistry , the film ascends to a kinetic life so teeming that even cranky adults may rediscover the quivering kid inside .",1
but even with the two-wrongs-make-a-right chemistry between jolie and burns . . . this otherwise appealing picture loses its soul to screenwriting for dummies conformity .,1
"silly , loud and goofy .",0
"few films have captured the chaos of an urban conflagration with such fury , and audience members will leave feeling as shaken as nesbitt's cooper looks when the bullets stop flying .",1
"follows the original film virtually scene for scene and yet manages to bleed it almost completely dry of humor , verve and fun .",0
"the best drug addition movies are usually depressing but rewarding . quitting , however , manages just to be depressing , as the lead actor phones in his autobiographical performance .",0
"some actors steal scenes . tom green just gives them a bad odor . this self-infatuated goofball is far from the only thing wrong with the clumsy comedy stealing harvard , but he's the most obvious one .",0
anyone who gets chills from movies with giant plot holes will find plenty to shake and shiver about in 'the ring . ',0
"at nearly three hours , the whole of safe conduct is less than the sum of its parts .",1
"the narrator and the other characters try to convince us that acting transfigures esther , but she's never seen speaking on stage ; one feels cheated , and esther seems to remain an unchanged dullard .",0
""" spider-man is better than any summer blockbuster we had to endure last summer , and hopefully , sets the tone for a summer of good stuff . if you're a comic fan , you can't miss it . if you're not , you'll still have a good time . """,1
"not all of the stories work and the ones that do are thin and scattered , but the film works well enough to make it worth watching .",1
digital-video documentary about stand-up comedians is a great glimpse into a very different world .,1
"karmen moves like rhythm itself , her lips chanting to the beat , her long , braided hair doing little to wipe away the jeweled beads of sweat .",1
the universal theme of becoming a better person through love has never been filmed more irresistibly than in 'baran . ',1
"miyazaki has created such a vibrant , colorful world , it's almost impossible not to be swept away by the sheer beauty of his images .",1
this ill-conceived and expensive project winds up looking like a bunch of talented thesps slumming it .,0
"though lan yu lacks a sense of dramatic urgency , the film makes up for it with a pleasing verisimilitude .",1
enough similarities to gymkata and howie long's firestorm that my fingernails instinctively crawled towards my long-suffering eyeballs .,0
the santa clause 2 proves itself a more streamlined and thought out encounter than the original could ever have hoped to be .,1
"ultimately . . . the movie is too heady for children , and too preachy for adults .",0
provide[s] nail-biting suspense and credible characters without relying on technology-of-the-moment technique or pretentious dialogue .,1
"any chekhov is better than no chekhov , but it would be a shame if this was your introduction to one of the greatest plays of the last 100 years .",0
"shatner is probably the funniest person in the film , which gives you an idea just how bad it was .",0
"even in the summertime , the most restless young audience deserves the dignity of an action hero motivated by something more than franchise possibilities .",0
"a pleasant , if forgettable , romp of a film .",1
the whole film has this sneaky feel to it  as if the director is trying to dupe the viewer into taking it all as very important simply because the movie is ugly to look at and not a hollywood product .,0
fans of nijinsky will savor every minute of cox's work .,1
it drowns in sap .,0
the kind of sweet-and-sour insider movie that film buffs will eat up like so much gelati .,1
"a delightful little film that revels in its own simplicity , mostly martha will leave you with a smile on your face and a grumble in your stomach .",1
"analyze that regurgitates and waters down many of the previous film's successes , with a few new swings thrown in .",0
"not the great american comedy , but if you liked the previous movies in the series , you'll have a good time with this one too .",0
"although there are several truly jolting scares , there's also an abundance of hackneyed dialogue and more silly satanic business than you can shake a severed limb at .",0
"there are a couple of things that elevate "" glory "" above most of its ilk , most notably the mere presence of duvall .",1
"as a tolerable diversion , the film suffices ; a triumph , however , it is not .",1
"if mostly martha is mostly unsurprising , it's still a sweet , even delectable diversion .",1
it's basically an overlong episode of tales from the crypt .,0
"though avary has done his best to make something out of ellis' nothing novel , in the end , his rules is barely worth following .",0
"merely as a technical , logistical feat , russian ark marks a cinematic milestone .",1
this is a movie where the most notable observation is how long you've been sitting still .,0
"about schmidt is undoubtedly one of the finest films of the year . if you're not deeply touched by this movie , check your pulse .",1
the isolated moments of creative insanity finally are lost in the thin soup of canned humor .,0
"charming , if overly complicated . . .",0
"the filmmakers wisely decided to let crocodile hunter steve irwin do what he does best , and fashion a story around him .",1
sometimes seems less like storytelling than something the otherwise compelling director needed to get off his chest .,0
there's nothing more satisfying during a summer of event movies than a spy thriller like the bourne identity that's packed with just as much intelligence as action .,1
"spielberg's first real masterpiece , it deserved all the hearts it won -- and wins still , 20 years later .",1
"even if it ultimately disappoints , the picture does have about a matinee admission's worth of funny to keep it afloat .",0
don't expect any subtlety from this latest entry in the increasingly threadbare gross-out comedy cycle .,0
neither revelatory nor truly edgy--merely crassly flamboyant and comedically labored .,0
"more a load of enjoyable , conan-esque claptrap than the punishing , special-effects soul assaults the mummy pictures represent .",1
"some movies suck you in despite their flaws , and heaven is one such beast .",1
"a deft , delightful mix of sulky teen drama and overcoming-obstacles sports-movie triumph .",1
the thought of watching this film with an audience full of teenagers fixating on its body humour and reinforcement of stereotypes ( of which they'll get plenty ) fills me with revulsion .,0
"without non-stop techno or the existential overtones of a kieslowski morality tale , maelström is just another winter sleepers .",0
melodrama with a message .,1
my big fat greek wedding uses stereotypes in a delightful blend of sweet romance and lovingly dished out humor .,1
"transcends its agenda to deliver awe-inspiring , at times sublime , visuals and offer a fascinating glimpse into the subculture of extreme athletes whose derring-do puts the x into the games .",1
"a gem of a romantic crime comedy that turns out to be clever , amusing and unpredictable .",1
poignant and delicately complex .,1
the movie's biggest offense is its complete and utter lack of tension .,0
the only thing i laughed at were the people who paid to see it .,0
excellent performances from jacqueline bisset and martha plimpton grace this deeply touching melodrama .,1
"the piano teacher , like its title character , is repellantly out of control .",0
"the underworld urban angst is derivative of martin scorsese's taxi driver and goodfellas , but this film speaks for itself .",1
"the whole is quite entertaining , but despite its virtues , there is an unsettled feeling to the film .",1
"an enjoyable film for the family , amusing and cute for both adults and kids .",1
you'd be hard put to find a movie character more unattractive or odorous [than leon] .,0
os problemas têm início a partir do momento em que saímos do cinema e começamos a pensar sobre o que acabamos de ver . É então que sinais realmente desaponta .,1
"this is a harrowing movie about how parents know where all the buttons are , and how to push them .",1
"it has a way of seeping into your consciousness , with lingering questions about what the film is really getting at .",1
they do a good job of painting this family dynamic for the audience but they tried to squeeze too many elements into the film .,0
"stinks from start to finish , like a wet burlap sack of gloom .",0
"aside from the fact that the film idiotically uses the website feardotcom . com or the improperly hammy performance from poor stephen rea , the film gets added disdain for the fact that it is nearly impossible to look at or understand .",0
"the words , 'frankly , my dear , i don't give a damn , ' have never been more appropriate .",0
all three women deliver remarkable performances .,1
"despite suffering a sense-of-humour failure , the man who wrote rocky does not deserve to go down with a ship as leaky as this .",0
a sleek advert for youthful anomie that never quite equals the sum of its pretensions .,0
it's a fanboy 'what if ? ' brought to life on the big screen .,0
"that 'alabama' manages to be pleasant in spite of its predictability and occasional slowness is due primarily to the perkiness of witherspoon ( who is always a joy to watch , even when her material is not first-rate ) . . .",1
"if you're looking for comedy to be served up , better look elsewhere .",0
"an easy watch , except for the annoying demeanour of its lead character .",0
"though perry and hurley make inspiring efforts to breathe life into the disjointed , haphazard script by jay scherick and david ronn , neither the actors nor director reginald hudlin can make it more than fitfully entertaining .",0
"viewers are asked so often to suspend belief that were it not for holm's performance , the film would be a total washout .",0
"[lawrence bounces] all over the stage , dancing , running , sweating , mopping his face and generally displaying the wacky talent that brought him fame in the first place .",1
"[green is] the comedy equivalent of saddam hussein , and i'm just about ready to go to the u . n . and ask permission for a preemptive strike .",0
painfully padded .,0
". . . does such a fine job of engulfing you in its world and allying you with its characters' choices , good and ill , that its shortcomings are remembered only as an afterthought .",1
"bad in such a bizarre way that it's almost worth seeing , if only to witness the crazy confluence of purpose and taste .",0
". . . jones , despite a definitely distinctive screen presence , just isn't able to muster for a movie that , its title notwithstanding , should have been a lot nastier if it wanted to fully capitalize on its lead's specific gifts .",0
this bold and lyrical first feature from raja amari expands the pat notion that middle-aged women just wanna have fun into a rousing treatise of sensual empowerment .,1
"the movie's seams may show . . . but pellington gives "" mothman "" an irresistibly uncanny ambience that goes a long way toward keeping the picture compelling .",1
"we never truly come to care about the main characters and whether or not they'll wind up together , and michele's spiritual quest is neither amusing nor dramatic enough to sustain interest .",0
"while the ensemble player who gained notice in guy ritchie's lock , stock and two smoking barrels and snatch has the bod , he's unlikely to become a household name on the basis of his first starring vehicle .",0
"characters still need to function according to some set of believable and comprehensible impulses , no matter how many drugs they do or how much artistic license avary employs .",0
"a somewhat crudely constructed but gripping , questing look at a person so racked with self-loathing , he becomes an enemy to his own race .",1
"crammed with incident , and bristles with passion and energy .",1
"a lot of the credit for the film's winning tone must go to grant , who hasn't lost a bit of the dry humor that first made audiences on both sides of the atlantic love him .",1
a gripping documentary that reveals how deep the antagonism lies in war-torn jerusalem .,1
a movie that reminds us of just how exciting and satisfying the fantasy cinema can be when it's approached with imagination and flair .,1
enjoy it for what it is ; you can hate yourself later .,1
"it becomes gimmicky instead of compelling . "" interview "" loses its overall sense of mystery and becomes a tv episode rather than a documentary that you actually buy into .",0
it seems like i have been waiting my whole life for this movie and now i can't wait for the sequel .,1
falls neatly into the category of good stupid fun .,1
"why , you may ask , why should you buy the movie milk when the tv cow is free ? there's no good answer to that one .",0
"even through its flaws , revolution #9 proves to be a compelling , interestingly told film .",1
"polished , well-structured film .",1
maintains your sympathy for this otherwise challenging soul by letting you share her one-room world for a while .,1
"the acting is stiff , the story lacks all trace of wit , the sets look like they were borrowed from gilligan's island -- and the cgi scooby might well be the worst special-effects creation of the year .",0
westfeldt and juergensen exude a chemistry and comfort level that's both saucy and endearing .,1
"mostly , shafer and co-writer gregory hinton lack a strong-minded viewpoint , or a sense of humor .",0
a fast paced and suspenseful argentinian thriller about the shadow side of play .,1
not even steven spielberg has dreamed up such blatant and sickening product placement in a movie .,0
mib ii is a movie that makes it possible for the viewer to doze off for a few minutes or make several runs to the concession stand and/or restroom and not feel as if he or she has missed anything . that's because relatively nothing happens .,0
just about the surest bet for an all-around good time at the movies this summer .,1
a tour de force drama about the astonishingly pivotal role of imagination in the soulful development of two rowdy teenagers .,1
"shainberg weaves a carefully balanced scenario that is controlled by neither character , is weirdly sympathetic to both and manages to be tender and darkly comic .",1
one of the best inside-show-biz yarns ever .,1
the pleasure of read my lips is like seeing a series of perfect black pearls clicking together to form a string . we're drawn in by the dark luster .,1
"the vitality of the actors keeps the intensity of the film high , even as the strafings blend together .",1
"when twentysomething hotsies make movies about their lives , hard-driving narcissism is a given , but what a world we'd live in if argento's hollywood counterparts . . . had this much imagination and nerve .",1
"as an introduction to the man's theories and influence , derrida is all but useless ; as a portrait of the artist as an endlessly inquisitive old man , however , it's invaluable .",1
the skirmishes for power waged among victims and predators settle into an undistinguished rhythm of artificial suspense .,0
it's one heck of a character study -- not of hearst or davies but of the unique relationship between them .,1
even die-hard fans of japanese animation . . . will find this one a challenge .,0
"a powerful and telling story that examines forbidden love , racial tension , and other issues that are as valid today as they were in the 1950s .",1
the best of the pierce brosnan james bond films to date .,1
"suspend your disbelief here and now , or you'll be shaking your head all the way to the credits .",1
"if melville is creatively a great whale , this film is canned tuna .",0
time changer may not be the most memorable cinema session but its profound self-evaluation message about our fragile existence and the absence of spiritual guidance should at least invade an abundance of mindsets,1
sharp edges and a deep vein of sadness run through its otherwise comic narrative .,1
